,Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Type_Count,Pre_Count,Ing_Count,Top_Type,Top_Pre,Top_Ing,Total_Time,Type_Freq,Pre_Freq,Ing_Freq,Ing_Sim,Pre_Sim,Is_Aller
3914,R3915,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,30,Easy,U937,Vegan,5,Feedback 3915,2024-12-09,Summer,Casual,6,770,Soy,16.21,333,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",4,0.75,0.75,0.75,0.9999999,1.0,1
3915,R3916,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,34,Medium,U478,Gluten-Free,5,Feedback 3916,2024-08-04,Summer,Lunch,3,250,,16.54,389,No,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.5,0.5,0.5,1.0,0.99999994,0
3916,R3917,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,80,Hard,U713,Vegetarian,1,Feedback 3917,2024-05-05,Summer,Party,4,399,Dairy,8.77,418,Yes,4,4,4,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.5,0.5,0.5,1.0000001,1.0,0
3917,R3918,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,16,Medium,U314,,2,Feedback 3918,2024-11-05,Summer,Lunch,1,230,,16.83,500,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.2,0.2,0.2,0.21890011,0.2786578,0
3918,R3919,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,64,Easy,U543,,3,Feedback 3919,2024-10-08,Spring,Lunch,3,327,Gluten,13.33,340,No,4,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",6,0.6666666666666666,0.5,0.5,1.0,1.0,0
3919,R3920,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,46,Easy,U311,Vegan,2,Feedback 3920,2024-03-29,Summer,Lunch,3,574,Soy,14.27,294,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",10,0.3,0.3,0.3,0.14242914,1.0,1
3920,R3921,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U614,Vegetarian,5,Feedback 3921,2024-12-25,Summer,Lunch,6,681,Dairy,6.44,206,No,3,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.6,0.4,0.4,1.0000001,1.0,0
3921,R3922,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,56,Easy,U519,Vegan,4,Feedback 3922,2024-08-22,Spring,Lunch,2,492,Soy,14.62,370,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",5,0.4,0.4,0.4,0.9999999,1.0,1
3922,R3923,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U472,Vegan,1,Feedback 3923,2024-02-25,Spring,Dinner,5,584,Soy,5.27,187,No,1,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.25,0.25,0.25,0.14242914,0.094956286,1
3923,R3924,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,59,Medium,U100,,5,Feedback 3924,2024-10-13,Summer,Lunch,4,359,,11.45,77,Yes,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",4,0.25,0.25,0.25,0.61875,0.6008035,0
3924,R3925,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,76,Medium,U875,Gluten-Free,2,Feedback 3925,2024-12-12,Winter,Party,3,472,,16.18,500,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.31877378,0
3925,R3926,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,27,Easy,U972,,3,Feedback 3926,2024-11-26,Fall,Party,4,510,Gluten,15.6,459,Yes,4,2,2,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.61875,0.5425549,0
3926,R3927,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,35,Easy,U889,Vegan,4,Feedback 3927,2024-01-25,Summer,Party,1,472,Soy,17.83,55,No,1,1,1,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14242914,0.5425549,1
3927,R3928,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U621,Vegan,4,Feedback 3928,2024-05-21,Spring,Casual,3,764,Soy,10.75,310,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.375,0.375,0.375,0.9999999,1.0,1
3928,R3929,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,53,Easy,U592,Vegan,4,Feedback 3929,2024-01-16,Fall,Dinner,6,303,Soy,8.01,147,No,4,4,4,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.5,0.5,0.5,0.9999999,1.0,1
3929,R3930,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,35,Hard,U883,Vegetarian,4,Feedback 3930,2024-03-17,Summer,Lunch,1,775,Dairy,17.85,91,Yes,5,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.625,0.375,0.375,1.0000001,1.0,0
3930,R3931,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,79,Easy,U535,Vegan,5,Feedback 3931,2024-09-06,Spring,Party,6,424,Soy,18.45,391,Yes,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",8,0.125,0.125,0.125,0.41570342,0.5425549,1
3931,R3932,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,80,Easy,U245,,1,Feedback 3932,2024-10-13,Summer,Casual,3,797,Gluten,8.47,125,No,2,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.41570342,0.5425549,0
3932,R3933,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U471,Vegetarian,5,Feedback 3933,2024-11-22,Fall,Party,2,792,Dairy,14.64,296,Yes,5,4,4,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,1.0,0.8,0.8,1.0000001,1.0,0
3933,R3934,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,42,Easy,U954,Vegan,2,Feedback 3934,2024-09-04,Fall,Dinner,4,694,Soy,17.64,478,No,1,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",8,0.125,0.125,0.125,0.2935025,0.32049504,1
3934,R3935,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,33,Easy,U526,,4,Feedback 3935,2024-07-12,Summer,Casual,2,367,Gluten,8.63,425,No,3,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",9,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.61875,1.0,0
3935,R3936,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U741,Vegetarian,4,Feedback 3936,2024-11-05,Winter,Lunch,6,407,Dairy,14.68,284,No,4,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",5,0.8,0.2,0.2,0.38125843,0.24441317,0
3936,R3937,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,28,Hard,U918,Vegetarian,3,Feedback 3937,2024-03-12,Spring,Dinner,5,575,Dairy,5.05,189,Yes,3,2,2,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0871313,0.2420375,0
3937,R3938,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,50,Medium,U370,,3,Feedback 3938,2024-07-29,Fall,Dinner,6,220,,12.43,318,No,2,2,2,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.4,0.4,0.4,0.9999999,0.9999999,0
3938,R3939,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,47,Medium,U201,,4,Feedback 3939,2024-08-06,Winter,Party,6,780,,8.39,292,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.2,0.2,0.2,0.3923667,0.6008035,0
3939,R3940,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U361,Gluten-Free,5,Feedback 3940,2024-04-30,Spring,Party,4,318,,16.97,453,Yes,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.99999994,0
3940,R3941,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,79,Hard,U871,Vegetarian,2,Feedback 3941,2024-03-27,Spring,Lunch,4,715,Dairy,11.48,121,Yes,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0000001,1.0,0
3941,R3942,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,50,Medium,U116,,2,Feedback 3942,2024-01-30,Fall,Lunch,3,416,,15.03,85,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.21890011,0.2786578,0
3942,R3943,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,75,Medium,U262,,4,Feedback 3943,2024-11-12,Winter,Dinner,4,464,,8.7,276,Yes,4,4,4,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9999999,0.9999999,0
3943,R3944,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,54,Medium,U383,Gluten-Free,2,Feedback 3944,2024-04-20,Spring,Casual,5,369,,19.26,200,No,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.36058468,0.27471507,0
3944,R3945,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,70,Hard,U207,Vegetarian,1,Feedback 3945,2024-11-18,Winter,Dinner,4,324,Dairy,15.24,217,Yes,3,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0871313,0.2420375,0
3945,R3946,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,47,Easy,U415,Vegan,5,Feedback 3946,2024-08-29,Spring,Lunch,4,315,Soy,6.21,327,Yes,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",4,0.25,0.25,0.25,0.36058468,0.27471507,1
3946,R3947,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,90,Medium,U306,Gluten-Free,5,Feedback 3947,2024-07-03,Summer,Party,3,493,,18.06,84,Yes,3,3,3,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",10,0.3,0.3,0.3,1.0,0.99999994,0
3947,R3948,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,73,Easy,U823,,4,Feedback 3948,2024-02-28,Winter,Casual,5,342,Gluten,7.93,327,No,5,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",8,0.625,0.375,0.375,1.0,1.0,0
3948,R3949,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,48,Easy,U326,Vegan,1,Feedback 3949,2024-03-27,Spring,Lunch,6,231,Soy,18.12,194,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",4,0.5,0.5,0.5,0.9999999,1.0,1
3949,R3950,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,78,Medium,U982,,5,Feedback 3950,2024-06-14,Fall,Dinner,6,262,,15.32,56,Yes,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.5,0.5,0.5,0.9999999,0.6008035,0
3950,R3951,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,15,Medium,U485,,5,Feedback 3951,2024-08-03,Winter,Lunch,5,691,,13.63,405,No,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21890011,0.2786578,0
3951,R3952,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,54,Easy,U247,,3,Feedback 3952,2024-01-10,Summer,Dinner,3,414,Gluten,16.25,340,Yes,5,4,4,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",7,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.0,1.0,0
3952,R3953,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,20,Medium,U404,Gluten-Free,4,Feedback 3953,2024-10-22,Summer,Casual,4,763,,15.57,394,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",10,0.2,0.2,0.2,0.52486247,0.31877378,0
3953,R3954,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,65,Medium,U639,,2,Feedback 3954,2024-04-21,Fall,Casual,5,658,,18.22,81,No,4,4,4,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999,0.9999999,0
3954,R3955,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U712,,3,Feedback 3955,2024-06-20,Winter,Lunch,4,322,Gluten,7.37,149,No,5,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",10,0.5,0.3,0.3,0.41570342,1.0,0
3955,R3956,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,72,Easy,U373,Vegan,5,Feedback 3956,2024-03-12,Spring,Lunch,5,401,Soy,11.11,97,No,1,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.2,0.2,0.2,0.2935025,0.32049504,1
3956,R3957,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,85,Hard,U832,Vegetarian,5,Feedback 3957,2024-06-23,Spring,Casual,3,471,Dairy,6.07,491,No,7,4,4,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.3923667,0.7589728,0
3957,R3958,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U246,Vegetarian,3,Feedback 3958,2024-05-06,Spring,Casual,3,469,Dairy,9.39,297,Yes,2,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",4,0.5,0.5,0.5,1.0000001,1.0,0
3958,R3959,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,87,Easy,U760,Vegan,3,Feedback 3959,2024-12-27,Fall,Casual,3,498,Soy,7.58,213,Yes,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14242914,1.0,1
3959,R3960,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U690,Vegan,2,Feedback 3960,2024-11-23,Spring,Party,6,409,Soy,7.31,244,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",4,0.5,0.5,0.5,0.9999999,1.0,1
3960,R3961,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,39,Hard,U838,Vegetarian,1,Feedback 3961,2024-10-14,Winter,Lunch,5,312,Dairy,8.64,109,No,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2935025,0.24441317,0
3961,R3962,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,31,Medium,U949,Gluten-Free,2,Feedback 3962,2024-01-27,Summer,Party,4,553,,10.83,333,Yes,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,1.0,0.31877378,0
3962,R3963,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,42,Easy,U782,Vegan,1,Feedback 3963,2024-10-20,Fall,Casual,5,670,Soy,5.73,218,No,2,2,2,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999999,1.0,1
3963,R3964,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U356,Vegan,4,Feedback 3964,2024-09-19,Fall,Party,1,482,Soy,9.52,98,Yes,1,1,1,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.36058468,0.27471507,1
3964,R3965,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U146,Vegetarian,2,Feedback 3965,2024-11-27,Summer,Lunch,5,281,Dairy,13.65,348,Yes,3,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.5,0.3333333333333333,0.3333333333333333,1.0000001,1.0,0
3965,R3966,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U275,Vegetarian,3,Feedback 3966,2024-04-27,Fall,Lunch,1,421,Dairy,7.49,359,Yes,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,0.0871313,0.2420375,0
3966,R3967,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U134,Gluten-Free,3,Feedback 3967,2024-07-20,Winter,Lunch,5,496,,9.31,204,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0871313,0.31877378,0
3967,R3968,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U422,Vegan,4,Feedback 3968,2024-04-24,Spring,Dinner,3,202,Soy,7.64,122,Yes,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2935025,0.32049504,1
3968,R3969,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,32,Medium,U477,Gluten-Free,5,Feedback 3969,2024-03-23,Spring,Casual,5,720,,7.78,375,No,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21890011,0.27471507,0
3969,R3970,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,21,Hard,U676,Vegetarian,5,Feedback 3970,2024-07-29,Spring,Party,3,325,Dairy,17.71,119,Yes,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.0000001,0.24441317,0
3970,R3971,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,49,Easy,U801,,4,Feedback 3971,2024-12-22,Spring,Lunch,3,578,Gluten,15.92,283,Yes,3,3,3,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.61875,1.0,0
3971,R3972,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U472,,2,Feedback 3972,2024-08-23,Spring,Dinner,2,554,,19.34,53,Yes,2,2,2,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.5,0.5,0.5,0.9999999,0.9999999,0
3972,R3973,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U932,,5,Feedback 3973,2024-06-24,Winter,Casual,3,384,Gluten,11.42,342,Yes,4,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",5,0.8,0.6,0.6,1.0,1.0,0
